date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2015-02-19T00:00:00.000Z,128.45,129.03,128.33,128.48,37362381,28.6488579447,28.7782182998,28.6220937333,28.6555489976,149449524,0.0,1.0
2015-02-20T00:00:00.000Z,129.495,129.5,128.05,128.62,48948419,28.8819296189,28.8830447944,28.5596439068,28.6867739109,195793676,0.0,1.0
2015-02-23T00:00:00.000Z,133.0,133.0,129.66,130.02,70974110,29.6636676267,29.6636676267,28.9187304096,28.9990230438,283896440,0.0,1.0
2015-02-24T00:00:00.000Z,132.17,133.6,131.17,132.94,69228130,29.4785484979,29.7974886837,29.255513403,29.650285521,276912520,0.0,1.0
2015-02-25T00:00:00.000Z,128.79,131.6,128.15,131.56,74711746,28.724689877,29.3514184938,28.5819474162,29.34249709,298846984,0.0,1.0
2015-02-26T00:00:00.000Z,130.415,130.87,126.61,128.785,91287529,29.0871219063,29.1886028745,28.23847337,28.7235747015,365150116,0.0,1.0
2015-02-27T00:00:00.000Z,128.46,130.57,128.24,130.0,62014847,28.6510882957,29.121692346,28.6020205748,28.9945623419,248059388,0.0,1.0
2015-03-02T00:00:00.000Z,129.09,130.28,128.3,129.25,48096663,28.7916004055,29.0570121685,28.6154026805,28.8272860207,192386652,0.0,1.0
2015-03-03T00:00:00.000Z,129.36,129.52,128.09,128.96,37816283,28.8518198811,28.8875054963,28.5685653106,28.7626058431,151265132,0.0,1.0
2015-03-04T00:00:00.000Z,128.54,129.56,128.32,129.1,31666340,28.6689311033,28.8964269001,28.6198633824,28.7938307564,126665360,0.0,1.0
2015-03-05T00:00:00.000Z,126.41,128.75,125.76,128.58,56517146,28.1938663511,28.7157684732,28.0488935393,28.6778525071,226068584,0.0,1.0
2015-03-06T00:00:00.000Z,126.6,129.37,126.26,128.4,72842060,28.2362430191,28.8540502321,28.1604110868,28.63770619,291368240,0.0,1.0
2015-03-09T00:00:00.000Z,127.14,129.57,125.06,127.96,88528487,28.3566819704,28.8986572511,27.8927689729,28.5395707482,354113948,0.0,1.0
2015-03-10T00:00:00.000Z,124.51,127.22,123.8,126.41,68856582,27.7700996707,28.374524778,27.6117447533,28.1938663511,275426328,0.0,1.0
2015-03-11T00:00:00.000Z,122.24,124.77,122.11,124.75,68938974,27.2638100052,27.8280887954,27.2348154428,27.8236280935,275755896,0.0,1.0
2015-03-12T00:00:00.000Z,124.45,124.9,121.63,122.31,48362719,27.756717565,27.8570833577,27.1277585973,27.2794224618,193450876,0.0,1.0
2015-03-13T00:00:00.000Z,123.59,125.3951,122.58,124.4,51827283,27.5649073833,27.9675080332,27.3396419374,27.7455658102,207309132,0.0,1.0
2015-03-16T00:00:00.000Z,124.95,124.95,122.87,123.88,35874300,27.8682351124,27.8682351124,27.404322115,27.6295875609,143497200,0.0,1.0
2015-03-17T00:00:00.000Z,127.04,127.32,125.65,125.9,51023104,28.3343784609,28.3968282874,28.0243596789,28.0801184526,204092416,0.0,1.0
2015-03-18T00:00:00.000Z,128.47,129.16,126.37,127.0,65270945,28.6533186466,28.8072128621,28.1849449473,28.3254570571,261083780,0.0,1.0
2015-03-19T00:00:00.000Z,127.495,129.2451,127.4,128.75,45809490,28.4358594291,28.8261931487,28.414671095,28.7157684732,183237960,0.0,1.0
2015-03-20T00:00:00.000Z,125.9,128.4,125.16,128.25,68695136,28.0801184526,28.63770619,27.9150724824,28.6042509257,274780544,0.0,1.0
2015-03-23T00:00:00.000Z,127.21,127.85,126.52,127.12,37709674,28.372294427,28.5150368878,28.2184002115,28.3522212685,150838696,0.0,1.0
2015-03-24T00:00:00.000Z,126.69,128.04,126.56,127.23,32842304,28.2563161776,28.5574135558,28.2273216153,28.3767551289,131369216,0.0,1.0
2015-03-25T00:00:00.000Z,123.38,126.82,123.38,126.54,51655177,27.5180700134,28.28531074,27.5180700134,28.2228609134,206620708,0.0,1.0
2015-03-26T00:00:00.000Z,124.24,124.88,122.6,122.76,47572869,27.709880195,27.8526226558,27.3441026393,27.3797882545,190291476,0.0,1.0
2015-03-27T00:00:00.000Z,123.25,124.7,122.91,124.57,39546151,27.4890754511,27.8124763387,27.4132435188,27.7834817764,158184604,0.0,1.0
2015-03-30T00:00:00.000Z,126.37,126.4,124.0,124.05,47099670,28.1849449473,28.1916360001,27.6563517723,27.667503527,188398680,0.0,1.0
2015-03-31T00:00:00.000Z,124.43,126.49,124.355,126.09,42090553,27.7522568631,28.2117091587,27.735529231,28.1224951207,168362212,0.0,1.0
2015-04-01T00:00:00.000Z,124.25,125.12,123.1,124.82,40621437,27.712110546,27.9061510786,27.4556201868,27.8392405501,162485748,0.0,1.0
2015-04-02T00:00:00.000Z,125.32,125.56,124.19,125.03,32220131,27.9507580976,28.0042865204,27.6987284403,27.88607792,128880524,0.0,1.0
2015-04-06T00:00:00.000Z,127.35,127.51,124.33,124.47,37193975,28.4035193403,28.4392049555,27.7299533536,27.7611782669,148775900,0.0,1.0
2015-04-07T00:00:00.000Z,126.01,128.1218,125.98,127.64,35012268,28.1046523131,28.5756578266,28.0979612602,28.4681995178,140049072,0.0,1.0
2015-04-08T00:00:00.000Z,125.6,126.4,124.97,125.85,37329243,28.0132079242,28.1916360001,27.8726958143,28.0689666979,149316972,0.0,1.0
2015-04-09T00:00:00.000Z,126.56,126.58,124.66,125.85,32483974,28.2273216153,28.2317823172,27.8035549349,28.0689666979,129935896,0.0,1.0
2015-04-10T00:00:00.000Z,127.1,127.21,125.26,125.95,40187953,28.3477605666,28.372294427,27.9373759919,28.0912702074,160751812,0.0,1.0
2015-04-13T00:00:00.000Z,126.85,128.57,126.61,128.37,36365123,28.2920017928,28.6756221561,28.23847337,28.6310151371,145460492,0.0,1.0
2015-04-14T00:00:00.000Z,126.3,127.29,125.91,127.0,25524593,28.1693324906,28.3901372346,28.0823488036,28.3254570571,102098372,0.0,1.0
2015-04-15T00:00:00.000Z,126.78,127.13,126.01,126.41,28970419,28.2763893362,28.3544516194,28.1046523131,28.1938663511,115881676,0.0,1.0
2015-04-16T00:00:00.000Z,126.17,127.1,126.11,126.28,28368987,28.1403379283,28.3477605666,28.1269558226,28.1648717887,113475948,0.0,1.0
2015-04-17T00:00:00.000Z,124.75,126.14,124.46,125.55,51957046,27.8236280935,28.1336468754,27.7589479159,28.0020561694,207828184,0.0,1.0
2015-04-20T00:00:00.000Z,127.6,128.12,125.17,125.57,47054310,28.459278114,28.5752563634,27.9173028333,28.0065168713,188217240,0.0,1.0
2015-04-21T00:00:00.000Z,126.91,128.2,126.67,128.1,32435057,28.3053838985,28.593099171,28.2518554757,28.5707956615,129740228,0.0,1.0
2015-04-22T00:00:00.000Z,128.62,128.87,126.32,126.99,37654505,28.6867739109,28.7425326846,28.1737931925,28.3232267061,150618020,0.0,1.0
2015-04-23T00:00:00.000Z,129.67,130.42,128.14,128.3,45770902,28.9209607606,29.0882370818,28.5797170653,28.6154026805,183083608,0.0,1.0
2015-04-24T00:00:00.000Z,130.28,130.63,129.23,130.49,44525905,29.0570121685,29.1350744517,28.8228253188,29.1038495384,178103620,0.0,1.0
2015-04-27T00:00:00.000Z,132.65,133.13,131.15,132.31,96954207,29.5856053435,29.692662189,29.2510527011,29.5097734112,387816828,0.0,1.0
2015-04-28T00:00:00.000Z,130.56,134.54,129.57,134.455,118923970,29.119461995,30.0071416729,28.8986572511,29.9881836898,475695880,0.0,1.0
2015-04-29T00:00:00.000Z,128.64,131.59,128.3,130.16,63386083,28.6912346128,29.3491881428,28.6154026805,29.0302479571,253544332,0.0,1.0
2015-04-30T00:00:00.000Z,125.15,127.88,124.58,127.5,83195423,27.9128421314,28.5217279406,27.7857121273,28.4369746045,332781692,0.0,1.0
2015-05-01T00:00:00.000Z,128.95,130.13,125.3,126.1,58512638,28.7603754922,29.0235569042,27.9462973957,28.1247254716,234050552,0.0,1.0
2015-05-04T00:00:00.000Z,128.7,130.57,128.26,129.5,50988278,28.7046167185,29.121692346,28.6064812767,28.8830447944,203953112,0.0,1.0
2015-05-05T00:00:00.000Z,125.8,128.4498,125.78,128.15,49271416,28.0578149431,28.6488133377,28.0533542412,28.5819474162,197085664,0.0,1.0
2015-05-06T00:00:00.000Z,125.01,126.75,123.36,126.56,72141010,27.8816172181,28.2696982833,27.5136093115,28.2273216153,288564040,0.0,1.0
2015-05-07T00:00:00.000Z,125.26,126.08,124.02,124.77,43940895,28.0533542412,28.2370022572,27.7756426074,27.9436133537,175763580,0.52,1.0
2015-05-08T00:00:00.000Z,127.62,127.62,126.11,126.68,55550382,28.5819021896,28.5819021896,28.243721087,28.3713788542,222201528,0.0,1.0
2015-05-11T00:00:00.000Z,126.32,127.56,125.625,127.39,42035757,28.290752896,28.5684645299,28.1351000044,28.5303911607,168143028,0.0,1.0
2015-05-12T00:00:00.000Z,125.865,126.88,124.82,125.6,48160032,28.1888506433,28.4161710532,27.9548114034,28.1295009796,192640128,0.0,1.0
2015-05-13T00:00:00.000Z,126.01,127.19,125.87,126.15,34694235,28.2213249875,28.4855989617,28.1899704482,28.2526795268,138776940,0.0,1.0
2015-05-14T00:00:00.000Z,128.95,128.95,127.16,127.41,45203456,28.879770313,28.879770313,28.4788801319,28.5348703806,180813824,0.0,1.0
2015-05-15T00:00:00.000Z,128.77,129.49,128.21,129.07,38208034,28.8394573339,29.0007092503,28.7140391767,28.9066456324,152832136,0.0,1.0
2015-05-18T00:00:00.000Z,130.19,130.72,128.36,128.38,50882918,29.1574819469,29.2761812743,28.7476333259,28.7521125458,203531672,0.0,1.0
2015-05-19T00:00:00.000Z,130.07,130.88,129.64,130.69,44633240,29.1306066275,29.3120150335,29.0343033996,29.2694624444,178532960,0.0,1.0
2015-05-20T00:00:00.000Z,130.06,130.98,129.34,130.0,36454932,29.1283670175,29.334411133,28.9671151011,29.1149293578,145819728,0.0,1.0
2015-05-21T00:00:00.000Z,131.39,131.63,129.83,130.07,39730364,29.426235141,29.4799857798,29.0768559887,29.1306066275,158921456,0.0,1.0
2015-05-22T00:00:00.000Z,132.54,132.97,131.4,131.6,45595972,29.6837902853,29.7800935132,29.4284747509,29.4732669499,182383888,0.0,1.0
2015-05-26T00:00:00.000Z,129.62,132.91,129.12,132.6,70697560,29.0298241797,29.7666558535,28.9178436822,29.697227945,282790240,0.0,1.0
2015-05-27T00:00:00.000Z,132.045,132.26,130.05,130.34,45833246,29.5729295927,29.6210812067,29.1261274076,29.1910760962,183332984,0.0,1.0
2015-05-28T00:00:00.000Z,131.78,131.95,131.1,131.86,30733309,29.513579929,29.5516532982,29.3612864524,29.5314968086,122933236,0.0,1.0
2015-05-29T00:00:00.000Z,130.28,131.45,129.9,131.23,50884452,29.1776384364,29.4396728007,29.0925332583,29.3904013818,203537808,0.0,1.0
2015-06-01T00:00:00.000Z,130.535,131.39,130.05,131.2,32112797,29.2347484902,29.426235141,29.1261274076,29.3836825519,128451188,0.0,1.0
2015-06-02T00:00:00.000Z,129.96,130.655,129.32,129.86,33667627,29.105970918,29.2616238096,28.9626358812,29.0835748185,134670508,0.0,1.0
2015-06-03T00:00:00.000Z,130.12,130.94,129.9,130.66,30983542,29.1418046772,29.3254526932,29.0925332583,29.2627436146,123934168,0.0,1.0
2015-06-04T00:00:00.000Z,129.36,130.58,128.91,129.58,38450118,28.971594321,29.244826735,28.8708118732,29.0208657399,153800472,0.0,1.0
2015-06-05T00:00:00.000Z,128.65,129.69,128.36,129.5,35626800,28.8125820145,29.0455014494,28.7476333259,29.0029488603,142507200,0.0,1.0
2015-06-08T00:00:00.000Z,127.8,129.21,126.83,128.9,52674786,28.6222151687,28.9380001717,28.4049730035,28.8685722633,210699144,0.0,1.0
2015-06-09T00:00:00.000Z,127.42,128.08,125.62,126.7,56075420,28.5371099906,28.6849242473,28.1339801995,28.3758580741,224301680,0.0,1.0
2015-06-10T00:00:00.000Z,128.88,129.34,127.85,127.92,39087250,28.8640930434,28.9671151011,28.6334132185,28.6490904881,156349000,0.0,1.0
2015-06-11T00:00:00.000Z,128.59,130.18,128.475,129.18,35390887,28.7991443548,29.1552423369,28.7733888404,28.9312813419,141563548,0.0,1.0
2015-06-12T00:00:00.000Z,127.17,128.33,127.11,128.185,36886246,28.4811197418,28.7409144961,28.4676820821,28.7084401518,147544984,0.0,1.0
2015-06-15T00:00:00.000Z,126.92,127.24,125.71,126.1,43988946,28.425129493,28.4967970115,28.154136689,28.2414814771,175955784,0.0,1.0
2015-06-16T00:00:00.000Z,127.6,127.85,126.37,127.03,31494131,28.5774229697,28.6334132185,28.3019509458,28.4497652025,125976524,0.0,1.0
2015-06-17T00:00:00.000Z,127.3,127.88,126.74,127.72,32918071,28.5102346712,28.6401320483,28.3848165139,28.6042982891,131672284,0.0,1.0
2015-06-18T00:00:00.000Z,127.88,128.31,127.22,127.23,35407220,28.6401320483,28.7364352762,28.4923177916,28.4945574015,141628880,0.0,1.0
2015-06-19T00:00:00.000Z,126.6,127.82,126.4,127.71,54716887,28.3534619746,28.6266943886,28.3086697756,28.6020586791,218867548,0.0,1.0
2015-06-22T00:00:00.000Z,127.61,128.06,127.08,127.49,34039345,28.5796625796,28.6804450274,28.4609632523,28.5527872602,136157380,0.0,1.0
2015-06-23T00:00:00.000Z,127.03,127.61,126.8792,127.48,30268863,28.4497652025,28.5796625796,28.4159918844,28.5505476503,121075452,0.0,1.0
2015-06-24T00:00:00.000Z,128.11,129.8,127.12,127.21,55280855,28.6916430772,29.0701371588,28.4699216921,28.4900781816,221123420,0.0,1.0
2015-06-25T00:00:00.000Z,127.5,129.2,127.5,128.86,31938100,28.5550268702,28.9357605618,28.5550268702,28.8596138235,127752400,0.0,1.0
2015-06-26T00:00:00.000Z,126.75,127.99,126.51,127.67,44066841,28.3870561239,28.6647677578,28.3333054851,28.5931002393,176267364,0.0,1.0
2015-06-29T00:00:00.000Z,124.53,126.47,124.48,125.46,49161427,27.8898627149,28.3243470453,27.8786646651,28.0981464403,196645708,0.0,1.0
2015-06-30T00:00:00.000Z,125.425,126.12,124.86,125.57,44370682,28.0903078054,28.245960697,27.9637698432,28.1227821497,177482728,0.0,1.0
2015-07-01T00:00:00.000Z,126.6,126.94,125.99,126.9,30238811,28.3534619746,28.4296087129,28.2168457676,28.4206502731,120955244,0.0,1.0
2015-07-02T00:00:00.000Z,126.44,126.69,125.77,126.43,27210952,28.3176282154,28.3736184642,28.1675743487,28.3153886055,108843808,0.0,1.0
2015-07-06T00:00:00.000Z,126.0,126.23,124.85,124.94,28060431,28.2190853776,28.2705964065,27.9615302333,27.9816867228,112241724,0.0,1.0
2015-07-07T00:00:00.000Z,125.69,126.15,123.77,125.89,46946811,28.1496574691,28.2526795268,27.7196523586,28.1944496681,187787244,0.0,1.0
2015-07-08T00:00:00.000Z,122.57,124.64,122.54,124.48,60761614,27.4508991645,27.9144984243,27.4441803347,27.8786646651,243046456,0.0,1.0
2015-07-09T00:00:00.000Z,120.07,124.06,119.22,123.85,78595038,26.8909966769,27.7846010472,26.7006298311,27.7375692382,314380152,0.0,1.0
2015-07-10T00:00:00.000Z,123.28,123.85,121.21,121.94,61354474,27.609911471,27.7375692382,27.1463122113,27.3098037376,245417896,0.0,1.0
2015-07-13T00:00:00.000Z,125.66,125.755,124.32,125.03,41440538,28.1429386393,28.1642149338,27.8428309059,28.0018432124,165762152,0.0,1.0
2015-07-14T00:00:00.000Z,125.61,126.37,125.04,126.04,31768139,28.1317405895,28.3019509458,28.0040828223,28.2280438174,127072556,0.0,1.0
2015-07-15T00:00:00.000Z,126.82,127.15,125.58,125.72,33649200,28.4027333935,28.4766405219,28.1250217597,28.156376299,134596800,0.0,1.0
2015-07-16T00:00:00.000Z,128.51,128.57,127.35,127.74,36222447,28.7812274752,28.7946651349,28.5214327209,28.608777509,144889788,0.0,1.0
2015-07-17T00:00:00.000Z,129.62,129.62,128.31,129.08,46164710,29.0298241797,29.0298241797,28.7364352762,28.9088852424,184658840,0.0,1.0
2015-07-20T00:00:00.000Z,132.07,132.97,130.7,130.97,58900203,29.5785286176,29.7800935132,29.2717020544,29.332171523,235600812,0.0,1.0
2015-07-21T00:00:00.000Z,130.75,132.92,130.32,132.85,76756427,29.2829001041,29.7688954634,29.1865968763,29.7532181938,307025708,0.0,1.0
2015-07-22T00:00:00.000Z,125.22,125.5,121.99,121.99,115450607,28.0443958014,28.1071048801,27.3210017874,27.3210017874,461802428,0.0,1.0
2015-07-23T00:00:00.000Z,125.16,127.09,125.06,126.2,50999452,28.0309581417,28.4632028622,28.0085620422,28.2638775766,203997808,0.0,1.0
2015-07-24T00:00:00.000Z,124.5,125.74,123.9,125.32,42162332,27.883143885,28.1608555189,27.748767288,28.0667919009,168649328,0.0,1.0
2015-07-27T00:00:00.000Z,122.77,123.61,122.12,123.09,44455540,27.4956913635,27.6838185994,27.3501167168,27.567358882,177822160,0.0,1.0
2015-07-28T00:00:00.000Z,123.38,123.91,122.55,123.38,33618097,27.6323075705,27.7510068979,27.4464199446,27.6323075705,134472388,0.0,1.0
2015-07-29T00:00:00.000Z,122.99,123.5,122.27,123.15,37011653,27.5449627825,27.6591828899,27.383710866,27.5807965417,148046612,0.0,1.0
2015-07-30T00:00:00.000Z,122.37,122.5699,121.71,122.32,33628268,27.4061069655,27.4508767684,27.2582927088,27.3949089158,134513072,0.0,1.0
2015-07-31T00:00:00.000Z,121.3,122.6425,120.91,122.6,42884953,27.1664687008,27.4671363367,27.0791239127,27.4576179944,171539812,0.0,1.0
2015-08-03T00:00:00.000Z,118.44,122.57,117.52,121.5,69975968,26.5259402549,27.4508991645,26.3198961395,27.2112608998,279903872,0.0,1.0
2015-08-04T00:00:00.000Z,114.64,117.7,113.25,117.42,124138623,25.6748884737,26.3602091186,25.3635826906,26.29750004,496554492,0.0,1.0
2015-08-05T00:00:00.000Z,115.4,117.44,112.1,112.95,98384461,25.84509883,26.3019792599,25.1060275463,25.2963943921,393537844,0.0,1.0
2015-08-06T00:00:00.000Z,115.13,116.5,114.115,115.97,52903040,25.9010890787,26.209301465,25.6727419458,26.0900660163,211612160,0.52,1.0
2015-08-07T00:00:00.000Z,115.52,116.25,114.5,114.58,38670405,25.9888283712,26.1530583289,25.7593563755,25.7773541791,154681620,0.0,1.0
2015-08-10T00:00:00.000Z,119.72,119.99,116.53,116.53,54951597,26.9337130592,26.9944556463,26.2160506414,26.2160506414,219806388,0.0,1.0
2015-08-11T00:00:00.000Z,113.49,118.18,113.33,117.81,97082814,25.5321341053,26.5872553402,25.4961384981,26.5040154987,388331256,0.0,1.0
2015-08-12T00:00:00.000Z,115.24,115.42,109.63,112.53,101685610,25.9258360586,25.9663311167,24.6637400825,25.3161604623,406742440,0.0,1.0
2015-08-13T00:00:00.000Z,115.15,116.4,114.54,116.04,48535789,25.9055885296,26.1868042106,25.7683552773,26.1058140945,194143156,0.0,1.0
2015-08-14T00:00:00.000Z,115.96,116.31,114.01,114.32,42929516,26.0878162909,26.1665566815,25.6491198286,25.7188613175,171718064,0.0,1.0
2015-08-17T00:00:00.000Z,117.16,117.65,115.5,116.04,40884745,26.3577833446,26.4680198915,25.9843289203,26.1058140945,163538980,0.0,1.0
2015-08-18T00:00:00.000Z,116.5,117.44,116.01,116.43,34560708,26.209301465,26.4207756571,26.0990649181,26.1935533869,138242832,0.0,1.0
2015-08-19T00:00:00.000Z,115.01,116.52,114.68,116.1,48286510,25.8740923733,26.2138009159,25.7998514336,26.1193124471,193146040,0.0,1.0
2015-08-20T00:00:00.000Z,112.65,114.35,111.63,114.08,68501622,25.3431571677,25.7256104938,25.113685172,25.6648679067,274006488,0.0,1.0
2015-08-21T00:00:00.000Z,105.76,111.9,105.645,110.43,128275471,23.7930963343,25.1744277591,23.7672244916,24.8437181183,513101884,0.0,1.0
2015-08-24T00:00:00.000Z,103.12,108.8,92.0,94.87,162206292,23.1991688161,24.4770128704,20.6974741183,21.3431453218,648825168,0.0,1.0
2015-08-25T00:00:00.000Z,103.74,111.11,103.5,111.11,103601599,23.3386517939,24.9966994488,23.2846583831,24.9966994488,414406396,0.0,1.0
2015-08-26T00:00:00.000Z,109.69,109.89,105.05,107.085,96774611,24.6772384352,24.7222329442,23.6333658275,24.0911849561,387098444,0.0,1.0
2015-08-27T00:00:00.000Z,112.92,113.24,110.02,112.25,84616056,25.4038997548,25.4758909691,24.751479375,25.2531681498,338464224,0.0,1.0
2015-08-28T00:00:00.000Z,113.29,113.31,111.54,112.17,53164407,25.4871395963,25.4916390472,25.093437643,25.2351703462,212657628,0.0,1.0
2015-08-31T00:00:00.000Z,112.76,114.53,112.0,112.13,56229271,25.3679041476,25.7661055519,25.1969250136,25.2261714444,224917084,0.0,1.0
2015-09-01T00:00:00.000Z,107.72,111.88,107.36,110.18,76845860,24.234042522,25.1699283082,24.1530524059,24.7874749821,307383440,0.0,1.0
2015-09-02T00:00:00.000Z,112.34,112.34,109.131,110.0,61888812,25.2734156788,25.2734156788,24.5514787827,24.7469799241,247555248,0.0,1.0
2015-09-03T00:00:00.000Z,110.37,112.78,110.04,112.49,53233940,24.8302197656,25.3724035985,24.7559788259,25.3071615605,212935760,0.0,1.0
2015-09-04T00:00:00.000Z,109.27,110.45,108.51,108.97,49996311,24.5827499664,24.8482175692,24.4117708324,24.515258203,199985244,0.0,1.0
2015-09-08T00:00:00.000Z,112.31,112.56,110.32,111.65,54843626,25.2666665025,25.3229096387,24.8189711384,25.1181846229,219374504,0.0,1.0
2015-09-09T00:00:00.000Z,110.15,114.02,109.77,113.76,85010804,24.7807258058,25.651369554,24.6952362388,25.5928766924,340043216,0.0,1.0
2015-09-10T00:00:00.000Z,112.57,113.2825,109.9,110.27,62892831,25.3251593641,25.4854523023,24.7244826696,24.8077225112,251571324,0.0,1.0
2015-09-11T00:00:00.000Z,114.21,114.21,111.76,111.79,49915473,25.6941143375,25.6941143375,25.1429316029,25.1496807792,199661892,0.0,1.0
2015-09-14T00:00:00.000Z,115.31,116.89,114.86,116.58,58363431,25.9415841368,26.2970407575,25.8403464916,26.2272992686,233453724,0.0,1.0
2015-09-15T00:00:00.000Z,116.28,116.53,114.42,115.93,43341155,26.1598075052,26.2160506414,25.7413585719,26.0810671145,173364620,0.0,1.0
2015-09-16T00:00:00.000Z,116.41,116.54,115.44,116.25,37173489,26.189053936,26.2183003668,25.9708305676,26.1530583289,148693956,0.0,1.0
2015-09-17T00:00:00.000Z,113.92,116.49,113.715,115.66,64112641,25.6288722996,26.2070517396,25.5827529279,26.0203245274,256450564,0.0,1.0
2015-09-18T00:00:00.000Z,113.45,114.3,111.87,112.21,74285291,25.5231352035,25.7143618666,25.1676785828,25.244169248,297141164,0.0,1.0
2015-09-21T00:00:00.000Z,115.21,115.37,113.66,113.67,50221965,25.9190868823,25.9550824895,25.5703794379,25.5726291634,200887860,0.0,1.0
